Organism,Groups,Size,Chromosomes,Organelles,Plasmids,Assemblies
Chryseobacterium antarcticum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.12366,0,0,0,3
Chryseobacterium aquaticum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.81318,0,0,0,1
Chryseobacterium aquifrigidense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.13322,0,0,0,1
Chryseobacterium arachidiradicis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.6466,0,0,0,1
Chryseobacterium arachidis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.94787,0,0,0,1
Chryseobacterium arthrosphaerae,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.36187,1,0,0,5
Chryseobacterium artocarpi,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.93561,0,0,0,1
Chryseobacterium aurantiacum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.61599,0,0,0,1
Chryseobacterium balustinum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.97409,1,0,1,3
Chryseobacterium bernardetii,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.31863,1,0,0,2
Chryseobacterium bovis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.34605,0,0,0,1
Chryseobacterium caeni,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.11841,0,0,0,1
Chryseobacterium camelliae,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.37635,1,0,0,1
Chryseobacterium carnipullorum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.45907,1,0,0,4
Chryseobacterium carnis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.2301,1,0,0,1
Chryseobacterium chaponense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.04315,0,0,0,1
Chryseobacterium contaminans,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.70427,0,0,0,2
Chryseobacterium cucumeris,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.32948,0,0,0,3
Chryseobacterium culicis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.01178,0,0,0,3
Chryseobacterium daecheongense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.8314,0,0,0,2
Chryseobacterium daeguense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.21456,0,0,0,1
Chryseobacterium defluvii,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.71284,0,0,0,1
Chryseobacterium echinoideorum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.81856,0,0,0,1
Chryseobacterium elymi,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.59126,0,0,0,1
Chryseobacterium flavum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.47083,0,0,0,1
Chryseobacterium formosense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.36466,0,0,0,2
Chryseobacterium frigidisoli,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.02105,0,0,0,1
Chryseobacterium gallinarum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.63363,1,0,0,1
Chryseobacterium gambrini,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.84169,0,0,0,1
Chryseobacterium geocarposphaerae,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.11308,0,0,0,1
Chryseobacterium glaciei,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.87165,1,0,2,1
Chryseobacterium gleum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.60692,1,0,0,5
Chryseobacterium greenlandense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.03652,0,0,0,1
Chryseobacterium gregarium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.43938,0,0,0,1
Chryseobacterium hagamense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.6691,0,0,0,1
Chryseobacterium haifense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,2.84574,0,0,0,3
Chryseobacterium halperniae,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.23639,0,0,0,2
Chryseobacterium hispalense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.36376,0,0,0,1
Chryseobacterium hispanicum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.77763,0,0,0,1
Chryseobacterium hominis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,2.78864,0,0,0,2
Chryseobacterium humi,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.12119,0,0,0,1
Chryseobacterium hungaricum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.96022,0,0,0,1
Chryseobacterium indologenes,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.31475,0,0,0,27
Chryseobacterium indoltheticum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.82546,1,0,0,5
Chryseobacterium jejuense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.16818,0,0,0,2
Chryseobacterium jeonii,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.28875,1,0,0,3
Chryseobacterium joostei,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.26804,1,0,1,2
Chryseobacterium koreense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.1542,0,0,0,1
Chryseobacterium kwangjuense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.08743,0,0,0,1
Chryseobacterium lactis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.61821,1,0,0,3
Chryseobacterium lathyri,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.85765,0,0,0,2
Chryseobacterium limigenitum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.69773,0,0,0,1
Chryseobacterium luteum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.71855,0,0,0,1
Chryseobacterium molle,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.69536,0,0,0,1
Chryseobacterium mucoviscidosis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.40396,0,0,0,1
Chryseobacterium nakagawai,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.77867,1,0,0,3
Chryseobacterium nematophagum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.49276,0,0,0,2
Chryseobacterium oleae,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.28469,0,0,0,1
Chryseobacterium oncorhynchi,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.79443,0,0,0,1
Chryseobacterium oranimense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.59834,0,0,0,3
Chryseobacterium palustre,Bacteria;FCB group;Bacteroidetes/Chlorobi group,2.98233,0,0,0,1
Chryseobacterium piperi,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.34059,0,0,0,2
Chryseobacterium piscicola,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.4524,0,0,0,2
Chryseobacterium piscium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.31917,0,0,0,1
Chryseobacterium polytrichastri,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.14265,0,0,0,1
Chryseobacterium rhizoplanae,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.17989,0,0,0,1
Chryseobacterium rhizosphaerae,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.26729,0,0,0,2
Chryseobacterium scophthalmum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.46839,0,0,0,2
Chryseobacterium shandongense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.62878,1,0,1,3
Chryseobacterium shigense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.51484,0,0,0,3
Chryseobacterium soldanellicola,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.13642,0,0,0,1
Chryseobacterium soli,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.75448,0,0,0,1
Chryseobacterium solincola,Bacteria;FCB group;Bacteroidetes/Chlorobi group,2.34524,0,0,0,1
Chryseobacterium taeanense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.93535,0,0,0,1
Chryseobacterium taichungense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.47893,0,0,0,1
Chryseobacterium taihuense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.40302,0,0,0,1
Chryseobacterium taiwanense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.12633,0,0,0,1
Chryseobacterium takakiae,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.19811,0,0,0,1
Chryseobacterium taklimakanense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,2.76488,1,0,0,3
Chryseobacterium tenax,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.62589,0,0,0,1
Chryseobacterium treverense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,2.37928,0,0,0,1
Chryseobacterium ureilyticum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.18323,0,0,0,1
Chryseobacterium viscerum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.69378,0,0,0,1
Chryseobacterium vrystaatense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5.48784,0,0,0,1
Chryseobacterium wanjuense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.6684,0,0,0,1
Chryseobacterium xixisoli,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3.38937,0,0,0,1
Chryseobacterium zeae,Bacteria;FCB group;Bacteroidetes/Chlorobi group,4.07957,0,0,0,1
Chryseolinea,Bacteria;FCB group;Bacteroidetes/Chlorobi group,8.24139,1,0,0,1
Chryseolinea flava,Bacteria;FCB group;Bacteroidetes/Chlorobi group,6.54275,0,0,0,1
Chryseolinea serpens,Bacteria;FCB group;Bacteroidetes/Chlorobi group,8.3576,0,0,0,1
Chryseomicrobium excrementi,Bacteria;Terrabacteria group;Firmicutes,2.64353,0,0,0,1
Chrysiogenales bacterium,Bacteria;Chrysiogenetes;Chrysiogenetes,2.74643,0,0,0,2
Chrysiogenales bacterium UBA1553,Bacteria;Chrysiogenetes;Chrysiogenetes,2.49639,0,0,0,1
Chrysiogenes arsenatis,Bacteria;Chrysiogenetes;Chrysiogenetes,2.82516,0,0,0,1
Chrysochloris asiatica,Eukaryota;Animals;Mammals,4210.11,0,1,0,2
Chrysochromulina,Eukaryota;Protists;Other Protists,59.0731,0,0,0,1
Chrysochromulina brevifilum virus PW1,Viruses;Other;Phycodnaviridae,7.19e-4,1,0,0,1
Chrysochromulina ericina virus,Viruses;Other;Phycodnaviridae,0.473558,1,0,0,1
Chrysochromulina parva,Eukaryota;Protists;Other Protists,65.7648,0,0,0,1
Chrysochromulina parva virophage Curly,Viruses;Other;Lavidaviridae,0.022761,1,0,0,1
Chrysochromulina parva virophage Larry,Viruses;Other;Lavidaviridae,0.022879,1,0,0,1
Chrysochromulina parva virophage Moe,Viruses;Other;Lavidaviridae,0.021763,1,0,0,1
Chrysochromulina parva virus,Viruses;Other;Phycodnaviridae,0.437255,1,0,0,1
Chrysodeixis chalcites nucleopolyhedrovirus,Viruses;Other;Baculoviridae,0.149622,1,0,0,1
Chrysodeixis includens nucleopolyhedrovirus,Viruses;Other;Baculoviridae,0.139132,1,0,0,1
Chrysolophus pictus,Eukaryota;Animals;Birds,1023.99,0,0,0,1
Chrysoporthe austroafricana,Eukaryota;Fungi;Ascomycetes,44.6689,0,0,0,1
Chrysoporthe cubensis,Eukaryota;Fungi;Ascomycetes,45.0441,0,0,0,2
Chrysoporthe deuterocubensis,Eukaryota;Fungi;Ascomycetes,43.9684,0,0,0,1
Chrysosporium queenslandicum,Eukaryota;Fungi;Ascomycetes,32.336,0,0,0,1
Chrysosporum ovalisporum,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,7.46798,0,0,0,1
Chthoniobacter,Bacteria;PVC group;Verrucomicrobia,1.63542,0,0,0,1
Chthoniobacter flavus,Bacteria;PVC group;Verrucomicrobia,7.8487,0,0,0,2
Chthoniobacterales bacterium,Bacteria;PVC group;Verrucomicrobia,3.62639,0,0,0,2
Chthonomonas,Bacteria;Terrabacteria group;Armatimonadetes,3.59762,0,0,0,19
Chthonomonas calidirosea,Bacteria;Terrabacteria group;Armatimonadetes,3.43786,1,0,0,4
Chum salmon reovirus CS,Viruses;Other;Reoviridae,0.023015,11,0,0,1
Chytriomyces confervae,Eukaryota;Fungi;Other Fungi,35.9734,0,0,0,1
Ciborinia camelliae,Eukaryota;Fungi;Ascomycetes,40.7322,0,0,0,1
Cicer arietinum,Eukaryota;Plants;Land Plants,530.894,8,1,0,5
Cicer echinospermum,Eukaryota;Plants;Land Plants,657.414,0,0,0,1
Cicer reticulatum,Eukaryota;Plants;Land Plants,416.904,8,0,0,2
Ciceribacter,Bacteria;Proteobacteria;Alphaproteobacteria,5.09445,0,0,0,1
Ciceribacter lividus,Bacteria;Proteobacteria;Alphaproteobacteria,4.52145,0,0,0,1
Cicinnurus regius,Eukaryota;Animals;Birds,1059.54,0,0,0,1
Ciconia boyciana,Eukaryota;Animals;Birds,1364.95,0,0,0,1
Cimex hemipterus,Eukaryota;Animals;Insects,2.66463,0,0,0,1
Cimex lectularius,Eukaryota;Animals;Insects,510.849,0,1,0,2
Cimodo virus,Viruses;Other;Reoviridae,0.024835,12,0,0,1
Cinnamomum micranthum,Eukaryota;Plants;Land Plants,730.416,0,0,0,1
Ciona intestinalis,Eukaryota;Animals;Other Animals,115.227,14,1,0,2
Ciona savignyi,Eukaryota;Animals;Other Animals,587.353,0,0,0,1
Circo-like virus-Brazil,Viruses;unclassified viruses;unclassified,0.002533,1,0,0,2
Circoviridae 1 LDMD-2013,Viruses;Other;Circoviridae,0.004023,1,0,0,1
Circoviridae 10 LDMD-2013,Viruses;Other;Circoviridae,0.003333,1,0,0,1
Circoviridae 11 LDMD-2013,Viruses;Other;Circoviridae,0.002917,1,0,0,1
Circoviridae 13 LDMD-2013,Viruses;Other;Circoviridae,0.002658,1,0,0,1
Circoviridae 14 LDMD-2013,Viruses;Other;Circoviridae,0.003161,1,0,0,1
Circoviridae 15 LDMD-2013,Viruses;Other;Circoviridae,0.002676,1,0,0,1
Circoviridae 16 LDMD-2013,Viruses;Other;Circoviridae,0.002262,1,0,0,1
Circoviridae 17 LDMD-2013,Viruses;Other;Circoviridae,0.003393,1,0,0,1
Circoviridae 19 LDMD-2013,Viruses;Other;Circoviridae,0.001064,1,0,0,1
Circoviridae 2 LDMD-2013,Viruses;Other;Circoviridae,0.003584,1,0,0,1
Circoviridae 21 LDMD-2013,Viruses;Other;Circoviridae,0.002296,1,0,0,1
Circoviridae 3 LDMD-2013,Viruses;Other;Circoviridae,0.002389,1,0,0,1
Circoviridae 4 LDMD-2013,Viruses;Other;Circoviridae,0.003393,1,0,0,1
Circoviridae 6 LDMD-2013,Viruses;Other;Circoviridae,0.002711,1,0,0,1
Circoviridae 7 LDMD-2013,Viruses;Other;Circoviridae,0.004715,1,0,0,1
Circoviridae 8 LDMD-2013,Viruses;Other;Circoviridae,0.003999,1,0,0,1
Circoviridae 9 LDMD-2013,Viruses;Other;Circoviridae,0.003175,1,0,0,1
Circoviridae bovine stool/BK/KOR/2011,Viruses;Other;Smacoviridae,0.0026,1,0,0,1
Circoviridae LDMD-2013a,Viruses;Other;Circoviridae,0.002604,1,0,0,2
Circoviridae LDMD-2013b,Viruses;Other;Circoviridae,0.002834,1,0,0,2
Circoviridae SFBeef,Viruses;Other;Circoviridae,8.59e-4,1,0,0,1
Circoviridae TaCV1,Viruses;Other;Circoviridae,0.003398,1,0,0,1
Circoviridae TaCV2,Viruses;Other;Circoviridae,0.002967,1,0,0,1
Circovirus,Viruses;Other;Circoviridae,0.002288,1,0,0,13
Circovirus-like genome BBC-A,Viruses;unclassified viruses;unclassified,0.001815,1,0,0,1
Circovirus-like genome CB-A,Viruses;unclassified viruses;unclassified,0.00216,1,0,0,1
Circovirus-like genome CB-B,Viruses;unclassified viruses;unclassified,0.002757,1,0,0,1
Circovirus-like genome DCCV-1,Viruses;Other;Circoviridae,0.001051,1,0,0,1
Circovirus-like genome DCCV-10,Viruses;Other;Circoviridae,0.00232,1,0,0,1
Circovirus-like genome DCCV-11,Viruses;Other;Circoviridae,0.003124,1,0,0,1
Circovirus-like genome DCCV-12,Viruses;Other;Circoviridae,0.002103,1,0,0,1
Circovirus-like genome DCCV-13,Viruses;Other;Circoviridae,0.002433,1,0,0,1
Circovirus-like genome DCCV-2,Viruses;Other;Circoviridae,0.002187,1,0,0,1
Circovirus-like genome DCCV-3,Viruses;Other;Circoviridae,0.001864,1,0,0,1
Circovirus-like genome DCCV-4,Viruses;Other;Circoviridae,0.002985,1,0,0,1
Circovirus-like genome DCCV-5,Viruses;Other;Circoviridae,0.002533,1,0,0,1
Circovirus-like genome DCCV-6,Viruses;Other;Circoviridae,0.002522,1,0,0,1
Circovirus-like genome DCCV-7,Viruses;Other;Circoviridae,0.003021,1,0,0,1
Circovirus-like genome DCCV-8,Viruses;Other;Circoviridae,0.002651,1,0,0,1
Circovirus-like genome DCCV-9,Viruses;Other;Circoviridae,0.001828,1,0,0,1
Circovirus-like genome DHCV-1,Viruses;Other;Circoviridae,0.001173,1,0,0,1
Circovirus-like genome DHCV-2,Viruses;Other;Circoviridae,0.002854,1,0,0,1
Circovirus-like genome DHCV-3,Viruses;Other;Circoviridae,0.002029,1,0,0,1
Circovirus-like genome DHCV-5,Viruses;Other;Circoviridae,0.001784,1,0,0,1
Circovirus-like genome DHCV-6,Viruses;Other;Circoviridae,0.002369,1,0,0,1
Circovirus-like genome RW-A,Viruses;unclassified viruses;unclassified,0.002162,1,0,0,1
Circovirus-like genome RW-B,Viruses;unclassified viruses;unclassified,0.002819,1,0,0,1
Circovirus-like genome RW-C,Viruses;unclassified viruses;unclassified,0.001803,1,0,0,1
Circovirus-like genome RW-D,Viruses;unclassified viruses;unclassified,0.002072,1,0,0,1
Circovirus-like genome RW-E,Viruses;unclassified viruses;unclassified,0.002782,1,0,0,1
Circovirus-like genome SAR-A,Viruses;unclassified viruses;unclassified,0.001739,1,0,0,1
Circovirus-like genome SAR-B,Viruses;unclassified viruses;unclassified,0.001833,1,0,0,1
Circulifer tenellus virus 1,Viruses;dsRNA viruses;unclassified,0.008086,1,0,0,1
Cirrhinus molitorella,Eukaryota;Animals;Fishes,920.273,0,0,0,1
Cirrula hians,Eukaryota;Animals;Insects,399.686,0,0,0,1
Cissus quadrangularis,Eukaryota;Plants;Land Plants,281.704,0,0,0,1
Citeromyces hawaiiensis,Eukaryota;Fungi;Ascomycetes,19.6393,0,0,0,1
Citeromyces matritensis,Eukaryota;Fungi;Ascomycetes,20.3213,0,0,0,2
Citeromyces siamensis,Eukaryota;Fungi;Ascomycetes,25.257,0,0,0,1
Citreicella,Bacteria;Proteobacteria;Alphaproteobacteria,5.52323,0,0,0,4
Citreimonas salinaria,Bacteria;Proteobacteria;Alphaproteobacteria,4.25999,0,0,0,1
Citricoccus,Bacteria;Terrabacteria group;Actinobacteria,3.56134,1,0,2,3
Citricoccus massiliensis,Bacteria;Terrabacteria group;Actinobacteria,4.76175,0,0,0,1
Citricoccus muralis,Bacteria;Terrabacteria group;Actinobacteria,3.52071,0,0,0,1
Citrobacter,Bacteria;Proteobacteria;Gammaproteobacteria,13.6089,1,0,2,83
Citrobacter amalonaticus,Bacteria;Proteobacteria;Gammaproteobacteria,5.87535,1,0,1,19
Citrobacter braakii,Bacteria;Proteobacteria;Gammaproteobacteria,5.57558,1,0,0,33
Citrobacter europaeus,Bacteria;Proteobacteria;Gammaproteobacteria,5.29362,0,0,0,3
Citrobacter farmeri,Bacteria;Proteobacteria;Gammaproteobacteria,5.71563,1,0,3,3
Citrobacter freundii,Bacteria;Proteobacteria;Gammaproteobacteria,5.37133,1,0,1,190
Citrobacter gillenii,Bacteria;Proteobacteria;Gammaproteobacteria,5.16721,0,0,0,1
Citrobacter koseri,Bacteria;Proteobacteria;Gammaproteobacteria,5.18083,1,0,1,35
Citrobacter murliniae,Bacteria;Proteobacteria;Gammaproteobacteria,5.02492,0,0,0,1
Citrobacter pasteurii,Bacteria;Proteobacteria;Gammaproteobacteria,4.98662,1,0,0,3
Citrobacter phage CF1 DK-2017,Viruses;Other;Siphoviridae,0.050339,1,0,0,1
Citrobacter phage CF1 ERZ-2017,Viruses;Other;Myoviridae,0.171911,1,0,0,1
Citrobacter phage CR44b,Viruses;Other;Podoviridae,0.039207,1,0,0,1
Citrobacter phage CR8,Viruses;Other;Podoviridae,0.039651,1,0,0,1
Citrobacter phage CVT22,Viruses;Other;Podoviridae,0.047636,1,0,0,1
Citrobacter phage IME-CF2,Viruses;Other;Myoviridae,0.177688,1,0,0,1
Citrobacter phage Maleficent,Viruses;Other;Myoviridae,0.08957,1,0,0,1
Citrobacter phage Margaery,Viruses;Other;Myoviridae,0.178182,1,0,0,1
Citrobacter phage Maroon,Viruses;Other;Myoviridae,0.17883,1,0,0,1
Citrobacter phage Michonne,Viruses;Other;Myoviridae,0.09,1,0,0,1
Citrobacter phage Mijalis,Viruses;Other;Myoviridae,0.087998,1,0,0,1
Citrobacter phage Miller,Viruses;Other;Myoviridae,0.178171,1,0,0,1
Citrobacter phage Moon,Viruses;Other;Myoviridae,0.170341,1,0,0,1
Citrobacter phage phiCFP-1,Viruses;Other;Podoviridae,0.038625,1,0,0,1
Citrobacter phage Sazh,Viruses;Other;Siphoviridae,0.049665,1,0,0,1
Citrobacter phage SH1,Viruses;Other;Podoviridae,0.039434,1,0,0,1
Citrobacter phage SH2,Viruses;Other;Podoviridae,0.039158,1,0,0,1
Citrobacter phage SH3,Viruses;Other;Podoviridae,0.039444,1,0,0,1
Citrobacter phage SH4,Viruses;Other;Podoviridae,0.039274,1,0,0,1
Citrobacter phage SH5,Viruses;Other;Podoviridae,0.039832,1,0,0,1
Citrobacter phage vB_CfrM_CfP1,Viruses;Other;Myoviridae,0.180219,1,0,0,1
Citrobacter phage vB_CroM_CrRp10,Viruses;Other;Myoviridae,0.168403,1,0,0,1
Citrobacter phage vB_CroP_CrRp3,Viruses;Other;Podoviridae,0.044349,1,0,0,1
Citrobacter portucalensis,Bacteria;Proteobacteria;Gammaproteobacteria,5.41421,1,0,0,19
Citrobacter rodentium,Bacteria;Proteobacteria;Gammaproteobacteria,5.44428,1,0,3,3
Citrobacter sedlakii,Bacteria;Proteobacteria;Gammaproteobacteria,4.63147,0,0,0,1
Citrobacter virus Merlin,Viruses;Other;Myoviridae,0.172733,1,0,0,1
Citrobacter virus Moogle,Viruses;Other;Myoviridae,0.087999,1,0,0,1
Citrobacter virus Mordin,Viruses;Other;Myoviridae,0.089596,1,0,0,1
Citrobacter virus Stevie,Viruses;Other;Siphoviridae,0.049816,1,0,0,1
Citrobacter werkmanii,Bacteria;Proteobacteria;Gammaproteobacteria,5.23085,1,0,0,10
Citrobacter youngae,Bacteria;Proteobacteria;Gammaproteobacteria,5.48488,1,0,0,6
Citromicrobium,Bacteria;Proteobacteria;Alphaproteobacteria,3.41356,1,0,0,22
Citromicrobium bathyomarinum,Bacteria;Proteobacteria;Alphaproteobacteria,3.27333,0,0,0,1
Citromicrobium phage vB_Cib_ssDNA_P1,Viruses;Other;Microviridae,0.00436,1,0,0,1
Citrullus lanatus,Eukaryota;Plants;Land Plants,321.047,0,0,0,1
Citrus bark cracking viroid,Viruses;Other;Pospiviroidae,2.84e-4,1,0,0,1
Citrus bent leaf viroid,Viruses;Other;Pospiviroidae,3.15e-4,1,0,0,1
Citrus cavaleriei,Eukaryota;Plants;Land Plants,357.621,0,0,0,1
Citrus chlorotic dwarf associated virus,Viruses;Other;Geminiviridae,0.00364,1,0,0,1
Citrus chlorotic spot virus,Viruses;Other;Rhabdoviridae,0.012505,2,0,0,1
Citrus clementina,Eukaryota;Plants;Land Plants,301.365,0,0,0,1
Citrus concave gum-associated virus,Viruses;Other;Other,0.009384,2,0,0,1
Citrus dwarfing viroid,Viruses;Other;Pospiviroidae,2.92e-4,1,0,0,1
Citrus endogenous pararetrovirus,Viruses;Other;Retroviridae,0.006996,1,0,0,1
Citrus exocortis viroid,Viruses;Other;Pospiviroidae,3.71e-4,1,0,0,1
Citrus hindsii,Eukaryota;Plants;Land Plants,373.17,0,0,0,1
Citrus leaf blotch virus,Viruses;Other;Betaflexiviridae,0.008747,1,0,0,1
Citrus leaf rugose virus,Viruses;Other;Bromoviridae,0.008683,3,0,0,1
Citrus leprosis virus C,Viruses;Other;Kitaviridae,0.013731,2,0,0,1
Citrus leprosis virus C2,Viruses;Other;Kitaviridae,0.013706,2,0,0,1
Citrus leprosis virus N,Viruses;Other;Rhabdoviridae,0.012138,2,0,0,1
Citrus maxima,Eukaryota;Plants;Land Plants,345.757,9,0,0,1
Citrus medica,Eukaryota;Plants;Land Plants,406.058,0,0,0,1
Citrus psorosis virus,Viruses;Other;Aspiviridae,0.011278,3,0,0,1
Citrus reticulata,Eukaryota;Plants;Land Plants,344.273,0,0,0,1
Citrus sinensis,Eukaryota;Plants;Land Plants,327.83,9,1,0,2
Citrus sudden death-associated virus,Viruses;Other;Tymoviridae,0.00682,1,0,0,1
Citrus tristeza virus,Viruses;Other;Closteroviridae,0.019296,1,0,0,1
Citrus unshiu,Eukaryota;Plants;Land Plants,359.652,0,0,0,2
Citrus variegation virus,Viruses;Other;Bromoviridae,0.008656,3,0,0,1
Citrus vein enation virus,Viruses;Other;Luteoviridae,0.005983,1,0,0,1
Citrus viroid V,Viruses;Other;Pospiviroidae,2.94e-4,1,0,0,1
Citrus viroid VI,Viruses;Other;Pospiviroidae,3.3e-4,1,0,0,1
Citrus x paradisi x Citrus trifoliata,Eukaryota;Plants;Land Plants,265.534,0,0,0,1
Citrus yellow mosaic virus,Viruses;Other;Caulimoviridae,0.007559,1,0,0,1
Citrus yellow vein clearing virus,Viruses;Other;Alphaflexiviridae,0.007531,1,0,0,1
Citrus yellow vein-associated virus,Viruses;unclassified viruses;unclassified,0.002692,1,0,0,1
Cladobotryum protrusum,Eukaryota;Fungi;Ascomycetes,39.0872,0,0,0,1
Cladocopium,Eukaryota;Protists;Other Protists,703.699,0,0,0,1
Cladonia macilenta,Eukaryota;Fungi;Ascomycetes,37.1171,0,0,0,1
Cladonia metacorallifera,Eukaryota;Fungi;Ascomycetes,36.6821,0,0,0,1
Cladonia rangiferina,Eukaryota;Fungi;Ascomycetes,35.6739,0,0,0,1
Cladonia uncialis,Eukaryota;Fungi;Ascomycetes,32.8515,0,0,0,1
Cladophialophora bantiana,Eukaryota;Fungi;Ascomycetes,36.7226,0,0,0,2
Cladophialophora carrionii,Eukaryota;Fungi;Ascomycetes,28.9911,0,0,0,2
Cladophialophora immunda,Eukaryota;Fungi;Ascomycetes,43.0292,0,0,0,2
Cladophialophora psammophila,Eukaryota;Fungi;Ascomycetes,39.4201,0,0,0,1
Cladophialophora yegresii,Eukaryota;Fungi;Ascomycetes,27.8984,0,0,0,1
